Date,Forecast_Price,Lower_CI,Upper_CI
2027-02-15,70.05093138732313,64.56547055470365,75.53639221994261
2027-02-16,70.05093138732313,64.54884616759009,75.55301660705618
2027-02-17,70.05093138732313,64.5322718594842,75.56959091516207
2027-02-18,70.05093138732313,64.51574718052296,75.5861155941233
2027-02-19,70.05093138732313,64.49927168753852,75.60259108710774
2027-02-22,70.05093138732313,64.48284494391953,75.61901783072673
2027-02-23,70.05093138732313,64.46646651947611,75.63539625517015
2027-02-24,70.05093138732313,64.45013599030852,75.65172678433774
2027-02-25,70.05093138732313,64.43385293867898,75.66800983596728
2027-02-26,70.05093138732313,64.41761695288712,75.68424582175915
2027-03-01,70.05093138732313,64.40142762714846,75.7004351474978
2027-03-02,70.05093138732313,64.38528456147613,75.71657821317014
2027-03-03,70.05093138732313,64.36918736156548,75.73267541308078
2027-03-04,70.05093138732313,64.35313563868179,75.74872713596447
2027-03-05,70.05093138732313,64.33712900955071,75.76473376509556
2027-03-08,70.05093138732313,64.32116709625144,75.78069567839482
2027-03-09,70.05093138732313,64.30524952611268,75.79661324853359
2027-03-10,70.05093138732313,64.28937593161108,75.81248684303519
2027-03-11,70.05093138732313,64.27354595027222,75.82831682437404
2027-03-12,70.05093138732313,64.25775922457409,75.84410355007218
2027-03-15,70.05093138732313,64.24201540185278,75.85984737279348
2027-03-16,70.05093138732313,64.22631413421065,75.87554864043561
2027-03-17,70.05093138732313,64.21065507842661,75.89120769621965
2027-03-18,70.05093138732313,64.19503789586851,75.90682487877775
2027-03-19,70.05093138732313,64.17946225240783,75.92240052223843
2027-03-22,70.05093138732313,64.16392781833613,75.93793495631013
2027-03-23,70.05093138732313,64.14843426828375,75.95342850636251
2027-03-24,70.05093138732313,64.13298128114019,75.96888149350607
2027-03-25,70.05093138732313,64.1175685399765,75.98429423466976
2027-03-26,70.05093138732313,64.10219573196949,75.99966704267678
2027-03-29,70.05093138732313,64.08686254832753,76.01500022631873
2027-03-30,70.05093138732313,64.07156868421832,76.03029409042794
2027-03-31,70.05093138732313,64.05631383869809,76.04554893594818
2027-04-01,70.05093138732313,64.0410977146425,76.06076506000376
2027-04-02,70.05093138732313,64.02592001867922,76.07594275596705
2027-04-05,70.05093138732313,64.01078046112178,76.09108231352448
2027-04-06,70.05093138732313,63.995678755905224,76.10618401874103
2027-04-07,70.05093138732313,63.9806146205229,76.12124815412336
2027-04-08,70.05093138732313,63.96558777596489,76.13627499868137
2027-04-09,70.05093138732313,63.950597946657695,76.15126482798857
2027-04-12,70.05093138732313,63.93564486040523,76.16621791424103
2027-04-13,70.05093138732313,63.92072824833124,76.18113452631503
2027-04-14,70.05093138732313,63.90584784482278,76.19601492982348
2027-04-15,70.05093138732313,63.89100338747515,76.21085938717111
2027-04-16,70.05093138732313,63.876194617037804,76.22566815760847
2027-04-19,70.05093138732313,63.861421277361586,76.24044149728468
